Ticker,Company Name,Industry,Market Price,Market Currency,Report Currency,Market Cap,Financial Year End Date,Past Financial Year Dividends,Latest Invested Capital,Latest Total Debt,Latest Total Asset,Latest Common Equity,Past Annual Sales,Past Annual Cogs,Past Annual Opex,Past Annual Net Income,Past Annual Operating Cash Flow,Past Annual Financing Cash Flow,Past Annual Investing Cash Flow
600000.SS,SHANGHAI PUDONG DEVELOPMENT BAN,Banks - Regional,10.67,CNY,CNY,314361675776.0,12-31,0.41,2505906000000.0,1775590000000.0,9461880000000.0,736329000000.0,170511000000.0,,,45257000000.0,-333654000000.0,327479000000.0,-83552000000.0
600004.SS,GUANGZHOU BAIYUN INTERNATIONAL ,Airports & Air Services,8.79,CNY,CNY,20874489856.0,12-31,0.075,17593268620.81,2299113988.4,26190045631.21,17593268620.81,6430868267.12,5072320113.41,632806951.77,441905715.29,2359665123.9,-1505560626.71,-551741242.36
600006.SS,DONGFENG AUTOMOBILE CO LTD,Auto Manufacturers,7.13,CNY,CNY,14259999744.0,12-31,0.03,8309637417.4,180252837.58,19171886082.35,8309637417.4,12069987235.58,11555563045.25,988814179.75,200041171.47,-265554850.55,-98847044.94,-255775588.54
600007.SS,CHINA WORLD TRADE CENTER,Real Estate Services,22.55,CNY,CNY,23006410752.0,12-31,1.1,10738080107.0,1123972465.0,12324321965.0,9653080107.0,3912067946.0,1637456126.0,594217560.0,1262389074.0,1796295378.0,-1858931831.0,-63639368.0
600008.SS,BEIJING CAPITAL ECO-ENVIRONMENT,Conglomerates,3.1,CNY,CNY,22755827712.0,12-31,0.17,72632365655.09,47951990810.94,111183026215.34,30784081491.98,20049988923.69,13078906170.35,1907776481.8600006,3528057052.75,4082799965.42,-4055171673.0,482602205.37
600009.SS,SHANGHAI INTERNATIONAL AIRPORT ,Airports & Air Services,32.08,CNY,CNY,80402743296.0,12-31,0.0,41742085515.77,20214042720.06,69480530979.72,40541649764.41,11047016050.98,9222977511.94,690648990.44,934049713.44,4020086467.98,-637701803.31,-2641219272.37
600010.SS,INNER MONGOLIA BAOTOU STEEL UNI,Steel,1.77,CNY,CNY,80613769216.0,12-31,0.002,77880829276.88,41119771633.17,155125400366.74,51913300388.93,68089440629.67,62726063636.55,3119491248.15,264629175.96,2377288640.25,4197433709.52,-2069512010.12
600011.SS,HUANENG POWER INTERNATIONAL INC,Utilities - Independent Power Producers,7.08,CNY,CNY,98641387520.0,12-31,0.27,387656475215.0,298078056310.0,586842753960.0,137414784587.0,245550923498.0,208363182422.0,10546482050.0,10135493813.0,50530261245.0,15483206985.0,-63596578883.0
600012.SS,ANHUI EXPRESSWAY COMPANY LTD,Infrastructure Operations,17.57,CNY,CNY,25823156224.0,12-31,0.604,21216060698.37,8172422074.47,24414336538.24,13335168274.45,7091832628.35,4645047480.27,206158857.28999996,1668981126.49,2628757994.25,484453700.85,-1960096858.08
600015.SS,HUAXIA BANK CO,Banks - Regional,7.86,CNY,CNY,126682759168.0,12-31,0.405,1231745000000.0,875009000000.0,4376491000000.0,361982000000.0,97122000000.0,,,27676000000.0,42495000000.0,-34707000000.0,-11164000000.0
600016.SS,CHINA MINSHENG BANKING CORP,Banks - Regional,3.97,CNY,CNY,168936996864.0,12-31,0.192,1646749000000.0,1032968000000.0,7814969000000.0,622859000000.0,136290000000.0,,,32296000000.0,-231638000000.0,221860000000.0,-42821000000.0
600017.SS,RIZHAO PORT CO LTD,Marine Shipping,3.14,CNY,CNY,9688312832.0,12-31,0.086,25711116093.45,16871719684.69,40309347527.85,13767896290.84,8455944998.39,6456146933.27,479349343.0899999,654879931.54,2533629433.2,134436443.06,-2767338538.01
600018.SS,SHANGHAI INTERNATIONAL PORT(GRO,Marine Shipping,5.49,CNY,CNY,128513204224.0,12-31,0.0,171974781818.36,49269901900.79,212055541073.03,133306892061.01,38116972285.82,24583672965.35,3782346254.5599995,14954353821.25,9221353632.25,-6772139680.13,-5327943132.97
600019.SS,BAOSHAN IRON & STEEL CO,Steel,6.53,CNY,CNY,145035231232.0,12-31,0.31,235632527530.66,50860916761.71,376051483588.01,200325316592.29,344868073284.2,323297681748.46,9690130605.710001,11944052177.22,25302147693.51,-5681228901.51,-15805830109.7
600020.SS,HENAN ZHONGYUAN EXPRESSWAY CO,Infrastructure Operations,4.39,CNY,CNY,9865954304.0,12-31,0.17,46914098707.73,33689068621.08,52201851102.38,15205772100.08,6969109247.88,4669098890.2,203582107.31999993,880390198.61,2111217746.6,816076282.6,-2908487014.82
600021.SS,SHANGHAI ELECTRIC POWER CO,Utilities - Renewable,8.79,CNY,CNY,24787361792.0,12-31,0.28,102991301253.15,99179849186.09,189377708919.86,29077964971.98,42733886034.16,32702498644.61,2564360617.7299995,2045978960.3,8172473975.07,4439860120.77,-13531866196.2
600022.SS,SHANDONG IRON AND STEEL CO LTD,Steel,1.3,CNY,CNY,13908440064.0,12-31,0.0,30469260886.61,12193013557.24,66751416213.66,21131260942.96,90475061843.7,86851738539.54,3604404238.29,-399599789.71,-1210990437.56,-895370022.97,-72328696.43
600023.SS,ZHEJIANG ZHENENG ELECTRIC POWER,Utilities - Independent Power Producers,5.65,CNY,CNY,76295905280.0,12-31,0.25,109455044574.47,49133717494.53,147240775217.75,67404750749.83,95975196217.52,86941451334.42,2760986521.0200005,6519770719.89,11477290813.59,1593789328.44,-7265816683.17
600025.SS,HUANENG LANCANG RIVER HYDROPOWE,Utilities - Renewable,9.23,CNY,CNY,168299806720.0,12-31,0.18,170230485659.57,110097849244.89,195239265297.35,67329060271.14,23461331621.17,10237645073.83,1211422335.7999992,7638074711.0,17062571354.07,8699732415.85,-26567370356.26
600026.SS,COSCO SHIPPING ENGY TPT CO LTD,Oil & Gas Midstream,10.06,CNY,CNY,42040844288.0,12-31,0.43,62975852000.0,29710977000.0,72083612000.0,34391504000.0,21912456000.0,15417366000.0,960946000.0,3348717000.0,8662352000.0,-2725643000.0,-4604179000.0
600027.SS,HUADIAN POWER INTERNATIONAL COR,Utilities - Regulated Electric,5.72,CNY,CNY,55768109056.0,12-31,0.21,162978624000.0,114905186000.0,223875372000.0,67334772000.0,112993979000.0,103070648000.0,2195735000.0,5702671000.0,16336372000.0,-8174675000.0,-7710762000.0
600028.SS,CHINA PETROLEUM & CHEMICAL CORP,Oil & Gas Integrated,5.68,CNY,CNY,641448017920.0,12-31,0.286,1118775000000.0,475695000000.0,2081440000000.0,815815000000.0,3073106000000.0,2570328000000.0,433422000000.0,48939000000.0,149360000000.0,-19237000000.0,-161240000000.0
600029.SS,CHINA SOUTHERN AIRLINES COMPANY,Airlines,5.7,CNY,CNY,91393794048.0,12-31,0.0,132039000000.0,206921000000.0,329738000000.0,34729000000.0,174224000000.0,159571000000.0,9089000000.0,-1696000000.0,31445000000.0,-11546000000.0,-16452000000.0
600030.SS,CITIC SECURITIES CO LTD,Capital Markets,25.13,CNY,CNY,353071464448.0,12-31,0.52,538254534175.86,247407884874.03,1710710828343.76,293108725612.16,63675369599.93,,,21703696593.02,172563003555.4,-15362296020.67,-74263796444.15
600031.SS,SANY HEAVY INDUSTRY CO,Farm & Heavy Construction Machinery,19.4,CNY,CNY,164414603264.0,12-31,0.36,92970752000.0,25515549000.0,152145076000.0,71953244000.0,78383379000.0,57216959000.0,13406263000.0,5975451000.0,14814278000.0,-10279150000.0,-1157848000.0
600032.SS,ZHEJIANG PROVINCIAL NEW ENERGY ,Utilities - Renewable,7.82,CNY,CNY,19020976128.0,12-31,0.0,41594994778.74,32460222445.87,58903064047.15,12431604330.72,4961309503.59,2696852883.8,363733835.5799999,566503398.38,2823767264.86,-808436998.59,-2582601732.27
600033.SS,FUJIAN EXPRESSWAY DEVELOPMENT,Infrastructure Operations,3.62,CNY,CNY,10044485632.0,12-31,0.1,12050919101.54,1456632082.08,17288268309.17,11651861644.45,3025880245.4,1314713804.4,116820932.99000001,780773084.1,2085568003.67,-691742084.77,-547320132.85
600035.SS,HUBEI CHUTIAN SMART COMMUNICATI,Infrastructure Operations,4.31,CNY,CNY,6955693568.0,12-31,0.0,13420026914.68,7177569852.79,19546838763.22,8191286400.17,3196203008.46,1724357436.11,124155695.17999983,942253104.29,2041346845.17,244438385.53,-2541578305.43
600036.SS,CHINA MERCHANTS BANK CO LTD,Banks - Regional,41.99,CNY,CNY,1057245233152.0,12-31,2.0,1656843000000.0,471075000000.0,12152036000000.0,1198546000000.0,334856000000.0,,,148391000000.0,447023000000.0,2149000000.0,-292859000000.0
600037.SS,BEIJING GEHUA CATV NETWORK,Broadcasting,6.98,CNY,CNY,9714624512.0,12-31,0.0,12827176159.1,361994394.68,15904314331.13,12827176159.1,2433880907.47,2153398683.85,309890082.42,-172418036.73,747277959.09,-205039907.82,-468061582.61
600038.SS,AVICOPTER PLC,Aerospace & Defense,36.08,CNY,CNY,29680132096.0,12-31,0.204,19290166367.68,3424322133.95,52228457258.73,16231828465.04,29765640318.86,26649664815.37,2558105084.0,555872554.15,2567771942.27,3893138220.72,-2958677182.67
600039.SS,SICHUAN ROAD&BRIDGE GROUP CO LT,Engineering & Construction,8.5,CNY,CNY,74035339264.0,12-31,0.554,105037722185.6,70041662674.94,239773354769.84,47836601917.91,107238179272.82,90427183230.23,5230920475.139999,7209866536.24,3427377179.57,5510763778.22,-10162303271.01
600048.SS,POLY DEVELOPMENTS AND HOLDINGS ,Real Estate - Development,8.84,CNY,CNY,107853299712.0,12-31,0.41,484272684642.37,358124200871.11,1436911790321.09,198543096879.2,346893530782.05,291308019829.57,24248317155.770004,12067156751.87,13930007542.3,-49961681089.47,7265720781.87
600050.SS,CHINA UNITED NETWORK COMMUNICAT,Telecom Services,5.34,CNY,CNY,168827846656.0,12-31,0.158,167684980370.0,41208278704.0,672836701609.0,164846809431.0,389589219642.0,298345790158.0,69044607041.0,9029899018.0,91255016708.0,-25908818765.0,-84661822196.0
600051.SS,NINGBO UNITED GROUP CO LTD,Industrial Distribution,6.73,CNY,CNY,2092222464.0,12-31,0.12,3516061677.94,430769359.64,5214070295.44,3366870844.59,1786858809.72,1603769326.31,129538277.91,81174878.83,-41971970.57,-309936157.92,24138967.89
600052.SS,ZHEJIANG DONGWANG TIMES TECHNOL,Real Estate - Development,4.08,CNY,CNY,3486523392.0,12-31,0.05,3046645618.81,113526595.88,3470291410.53,2956565642.42,408205926.4,267910716.84,61251234.69,113265377.68,204819773.93,-148000398.62,-153678381.58
600053.SS,KUNWU JIUDING INVESTMENT HOLDIN,Asset Management,13.49,CNY,CNY,6069569024.0,12-31,0.0,2891171278.67,21947604.22,3401214855.74,2891171278.67,280566742.46,1252548.0,204881629.63,15345147.16,-73785509.1,-101556528.0,61347841.41
600054.SS,HUANGSHAN TOURISM DEVELOPMENT C,Lodging,11.89,CNY,CNY,7262959104.0,12-31,0.0,4659273576.7,275747165.38,5732301996.17,4657341391.7,1931131905.5,931263241.03,464131253.21000004,315009002.14,521663003.98,-433326788.51,-248811568.09
600055.SS,BEIJING WANDONG MEDICAL TECHNOL,Medical Devices,17.62,CNY,CNY,12387935232.0,12-31,0.0,4767546579.04,20831902.84,5470493043.29,4767546579.04,1524354161.43,967141752.31,442797379.21000004,157350997.13,218253215.55,-96309636.21,-1535671508.16
600056.SS,CHINA MEHECO GROUP CO LTD,Medical Distribution,10.12,CNY,CNY,15213092864.0,12-31,0.232,16318937637.35,5620423225.21,37409912222.28,11560548147.45,38824430504.85,34440813684.04,2864541197.8500004,1048039144.39,859075452.42,-725654492.53,-316247010.03
600057.SS,XIAMEN XIANGYU CO LTD,Integrated Freight & Logistics,6.35,CNY,CNY,18020919296.0,12-31,0.0,49720539360.64,27030291198.96,123872664469.52,23821811264.66,366670611532.77,358165570683.2,3691302066.2199993,1418821918.11,5604443700.77,-10174897552.01,1763692208.67
600058.SS,MINMETALS DEVELOPMENT CO LTD,Steel,7.05,CNY,CNY,7599830016.0,12-31,0.0,8287948264.56,948141031.65,23908780421.74,7512149996.68,67235833078.2,65042497789.57,1085041885.45,125653574.58,1812010527.53,-900850723.85,-26447992.4
600059.SS,ZHEJIANG GUYUELONGSHAN SHAOXING,Beverages - Wineries & Distilleries,8.67,CNY,CNY,7994225664.0,12-31,0.08,5895264767.32,6415066.73,6920680319.69,5895264767.32,1936276884.12,1216770073.03,471635540.33000004,205567197.66,387207712.24,-130758507.58,-269789963.48
600060.SS,HISENSE VISUAL TECHNOLOGY CO LT,Consumer Electronics,24.2,CNY,CNY,31867527168.0,12-31,0.88,20614250916.06,1547885271.01,46655339881.59,19578170064.55,58530241713.44,49365554914.45,6625414731.16,2246217303.19,3594654930.15,-3199229522.14,36591717.43
600061.SS,SDIC CAPITAL CO LTD,Capital Markets,6.86,CNY,CNY,44310319104.0,12-31,0.127,158520695558.74,122902990117.42,302401297454.72,54924627024.19,15057652824.06,1991908446.68,6864347321.829999,2694294849.97,25952370532.35,-22180271630.54,-288683671.56
600062.SS,CHINA RESOURCES DOUBLE-CRANE PH,Drug Manufacturers - Specialty & Generic,18.17,CNY,CNY,19021082624.0,12-31,0.471,11561196082.07,1207615748.69,16685995679.77,10407864932.0,11211623666.19,4790857648.32,4730207108.02,1627718404.74,1825115191.24,-3184539768.84,982457254.56
600063.SS,ANHUI WANWEI UPDATED HIGH-TECH ,Chemicals,4.63,CNY,CNY,9744391168.0,12-31,0.06,12242968280.59,4286710388.88,15405454753.5,8386655113.93,8029976040.45,6984962358.12,725296418.8900001,369717359.53,372451917.65,326982964.91,-597842332.97
600064.SS,NANJING GAOKE COMPANY LIMITED,Real Estate - Development,7.3,CNY,CNY,12717986816.0,12-31,0.28,25354662507.77,8457984851.4,38395047667.66,18807328135.55,1980256935.95,1543195487.1,224558515.48000002,1725229897.01,-500820614.84,-1168657627.3,1518832428.46
600066.SS,YUTONG BUS CO LTD,Farm & Heavy Construction Machinery,27.88,CNY,CNY,61724643328.0,12-31,0.6,13423775107.91,59569556.29,32150894481.86,13423775107.91,37217586604.07,28679339571.25,3840031537.38,4116194422.5,7210590343.82,-4394042887.08,-677374180.19
600067.SS,CITYCHAMP DARTONG ADVANCED MATE,Real Estate - Development,2.33,CNY,CNY,3242590976.0,12-31,0.0,9644276578.99,4031260817.08,21824601109.69,6594469270.08,9720886105.05,8623482135.35,993508469.24,-444576370.15,2224298669.37,-1835501141.56,-84749049.08
600070.SS,ZHEJIANG FURUN DIGITAL TECHNOLO,Textile Manufacturing,0.42,CNY,CNY,213116816.0,12-31,0.0,759822425.46,101813273.31,1041176050.23,659694395.82,93231677.42,84169632.34,53978313.769999996,-567721004.65,-160042740.93,-33168663.91,136401294.4
600071.SS,PHENIX OPTICAL CO LTD,Leisure,19.4,CNY,CNY,5462535680.0,12-31,0.0,919529770.55,708042063.97,1878715843.17,475249779.32,1681142023.49,1417348929.73,248035831.60999998,13445516.51,70701238.2,-106900791.65,3277236.03
600072.SS,CSSC SCIENCE & TECHNOLOGY CO LT,Engineering & Construction,12.01,CNY,CNY,18093305856.0,12-31,0.0,26670577211.11,18830573143.49,48080793429.73,10894284683.76,14486240647.3,12246764488.05,1990191131.58,161819588.65,-1943054851.89,6155357185.62,-6299880325.5
600073.SS,SHANGHAI BRIGHT MEAT GROUP CO L,Packaged Foods,8.32,CNY,CNY,7961324544.0,12-31,0.07,7889357442.95,3632218233.11,14885174768.82,4895490164.33,21986892507.34,19733033149.54,2020965060.69,216058780.75,788513512.59,49848410.93,-885885057.32
600075.SS,XINJIANG TIANYE CO. LTD,Chemicals,4.23,CNY,CNY,7222132736.0,12-31,0.0,14988525897.76,6923892698.32,20526134902.68,9322353633.54,11155938809.79,9900256458.61,883974861.3000001,68434985.31,1364574087.93,-1610923560.79,-669730291.4
600076.SS,KANGXIN NEW MATERIALS CO LTD,Lumber & Wood Production,1.98,CNY,CNY,2662189312.0,12-31,0.0,5396611050.1,1239818088.41,6996844224.74,4346041577.9,246338721.76,300981044.35,73199004.64,-297096504.68,-94117988.09,47951807.79,-7358624.65
600078.SS,JIANGSU CHENGXING PHOSPH-CHEMIC,Chemicals,5.21,CNY,CNY,3458632448.0,12-31,0.0,3093079203.4,1527724620.34,5435872214.93,1655402125.99,3355957546.4,3123098419.09,246376865.58,-198896357.7,268204788.93,-345543937.78,-150533925.51
600079.SS,HUMANWELL HEALTHCARE (GROUP) CO,Drug Manufacturers - Specialty & Generic,20.89,CNY,CNY,34097283072.0,12-31,0.61,25422107079.02,9321328982.78,36204297567.19,17043599963.36,24524740572.69,13290991557.35,7615846089.05,2134484688.96,1967249725.15,-2105567441.09,-1224718407.2
600080.SS,GINWA ENTERPRISE GROUP,Drug Manufacturers - Specialty & Generic,7.32,CNY,CNY,2754735616.0,12-31,0.0,1638426525.45,10776074.69,2108551141.95,1638426525.45,565403410.11,133752037.9,437405753.15999997,-42890580.25,60548425.38,-11215195.26,137760856.38
600081.SS,DONGFENG ELECTRONIC TECHNOLOGY ,Auto Parts,14.47,CNY,CNY,8002286080.0,12-31,0.0,4972718200.23,481577656.83,10098517204.61,4580718200.23,6809747099.15,5970066684.27,759256215.95,91276152.49,420849859.99,-155112805.23,-79674647.24
600082.SS,TIANJIN HI-TECH DEVELOPMENT CO.,Conglomerates,2.96,CNY,CNY,1951270528.0,12-31,0.006,2465146813.68,791505971.26,2934374408.44,1770324882.58,461463281.01,335168722.4,44748588.3,12690341.54,454707999.89,-256181401.46,-114756084.43
600084.SS,CITIC NIYA WINE CO LTD,Beverages - Wineries & Distilleries,5.47,CNY,CNY,6225461248.0,12-31,0.0,1333984064.94,41455785.5,1434177612.29,1293929064.94,161433474.3,66556980.58,85851113.18,16635018.45,-49650754.39,39379095.0,-13244122.96
600085.SS,BEIJING TONG REN TANG CO,Drug Manufacturers - Specialty & Generic,36.45,CNY,CNY,50689556480.0,12-31,1.0,14629676345.7,4304655753.73,31197524019.77,13196323218.06,18597281604.93,10421121147.37,5390695467.47,1526274925.98,760985272.75,-1610058133.09,-662117158.96
600088.SS,CHINA TELEVISION MEDIA,Entertainment,16.54,CNY,CNY,6586013696.0,12-31,0.0,1286983790.56,97351690.65,1775954954.03,1286983790.56,1137504727.93,987413878.35,108254992.28000002,43846433.73,92929746.83,-27483640.43,4273914.75
600089.SS,TBEA CO LTD,Electrical Equipment & Parts,11.61,CNY,CNY,59067150336.0,12-31,0.0,103933460259.1,43641865986.01,207623323093.84,67439882676.15,97866551865.82,80059534524.58,8645543811.940002,4134755516.65,12949255617.26,2691725184.28,-15402760468.6
600094.SS,GREATTOWN HOLDINGS LTD,Real Estate - Development,3.2,CNY,CNY,7445056000.0,12-31,0.0,14500436734.52,3076254341.37,25326101115.43,12529103704.31,11695484376.75,9834755411.93,510176734.13999987,222551310.4,1648494574.77,-1934975869.66,110254545.05
600095.SS,XIANGCAI CO LTD,Farm Products,8.43,CNY,CNY,24102973440.0,12-31,0.035,17556079904.82,9793307964.74,33041353328.97,11876016400.59,2321216297.66,1137498943.1,1230654668.45,119420331.36,-1414375963.61,-960853896.94,83437425.71
600096.SS,YUNNAN YUNTIANHUA CO LTD,Agricultural Inputs,22.27,CNY,CNY,40850530304.0,12-31,1.4,35876201631.64,15842613659.88,51479518495.71,22358249085.76,61536936910.62,50767349115.37,3246683665.4799995,5332959048.01,10752130155.74,-8936352276.99,-1287496541.46
600097.SS,SHANG HAI KAI CHUANG MARINE INT,Farm Products,9.65,CNY,CNY,2325041920.0,12-31,0.08,2318135261.13,526718753.12,3348883475.86,2242412195.88,2315558903.89,1664195121.66,503636846.54,61190936.77,335334342.35,-198569764.64,-118672333.91
600098.SS,GUANGZHOU INDUSTRIAL INVESTMENT,Thermal Coal,6.38,CNY,CNY,22370256896.0,12-31,0.0,52438010138.03,31454960780.25,76503034624.8,26396122027.19,48328429088.39,43219172943.85,1949305348.0,1731802481.37,4509971931.61,-3598733531.49,-2563277705.3
600099.SS,LINHAI COMPANY,Auto Parts,10.1,CNY,CNY,2213112064.0,12-31,0.03,524857378.2,30025000.0,1031205356.64,524857378.2,1050736998.28,926456465.12,109489686.17999999,18427900.3,117379128.09,-5563169.05,-159309407.81
600100.SS,TSINGHUA TONGFANG CO. LTD.,Computer Hardware,7.14,CNY,CNY,23921141760.0,12-31,0.0,30316900698.92,17115269145.35,55084457293.75,14268090782.2,28833463784.14,23712747475.5,4486746230.190001,-764913415.18,145113490.49,-778177845.69,948930295.97
600101.SS,SICHUAN MINGXING ELECTRIC POWER,Utilities - Diversified,11.64,CNY,CNY,6618178560.0,12-31,0.12,3057886516.09,68845002.87,4105767592.67,2993886516.09,2842326535.85,2524855412.7,127292865.76999998,209316391.95,324934427.63,-60322211.29,-239945273.36
600103.SS,FUJIAN  QINGSHAN PAPER INDUSTRY,Paper & Paper Products,2.12,CNY,CNY,4867032576.0,12-31,0.012,4571246256.57,859340363.54,6369720116.09,3929834064.91,2600396782.74,2168243117.49,309405613.24,84751597.66,416728093.41,-45781147.13,-618815554.75
600104.SS,SAIC MOTOR CORPORATION LIMITED,Auto Manufacturers,15.41,CNY,CNY,178375376896.0,12-31,0.37,443239668136.42,194950879937.46,1006650278661.54,286318745625.95,744705132922.2,654896119780.31,73316680184.18,14106165142.98,42334422535.36,-10058382110.52,-42233896179.71
600105.SS,JIANG SU ETERN CO.LTD,Communication Equipment,6.32,CNY,CNY,9239777280.0,12-31,0.0,5937522536.89,3262491255.9,8212411822.93,3097893940.96,4111160835.95,3428663516.24,551747348.46,61414492.33,-335976294.17,290843266.16,-167171664.76
600106.SS,CHONGQING ROAD & BRIDGE CO LTD,Infrastructure Operations,5.2,CNY,CNY,6910956032.0,12-31,0.048,6200115099.87,1635656456.61,6705027009.53,4673859266.54,116727514.63,15641646.72,27624449.659999996,211472018.0,172531408.9,-239763223.98,67484806.16
600107.SS,HUBEI MAILYARD SHARE CO LTD,Apparel Manufacturing,4.23,CNY,CNY,1558801536.0,12-31,0.0,740244829.01,182692938.09,1050792762.15,560294829.01,453997393.11,288344364.35,183637424.32999998,-59459182.66,-46507380.62,-56313671.28,67602119.29
600108.SS,GANSU YASHENG INDUSTRIAL (GROUP,Farm Products,2.89,CNY,CNY,5743412736.0,12-31,0.006,7410417651.87,3545225502.96,8992934282.71,4180621887.82,4005115417.62,3290982672.98,426181428.84,104433063.0,159546616.58,97092367.09,-292425719.8
600109.SS,SINOLINK SECURITIES CO. LTD.,Asset Management,7.96,CNY,CNY,29589071872.0,12-31,0.14,65411445956.54,33187925345.01,117032405038.93,32566113424.51,6678277019.2,,,1718438757.07,-5625133467.43,7321931470.73,621598600.13
600110.SS,NUODE NEW MATERIALS CO LTD,Electrical Equipment & Parts,3.54,CNY,CNY,6142537216.0,12-31,0.0,9832849830.47,6354594790.74,16140313792.42,5680649325.44,5277316433.27,4944244290.18,355364464.55999994,-351685960.57,616482488.16,-401717936.67,-747714844.77
600111.SS,CHINA NTHN RARE EARTH (GP) HI-T,Other Industrial Metals & Mining,23.5,CNY,CNY,84954144768.0,12-31,0.0,29767410996.67,8625500113.1,45380919517.66,22431731792.87,32966314898.03,29588704213.3,1023898959.5799999,1004276921.89,1025577551.59,1002518711.32,-1654851409.2
600113.SS,ZHEJIANG DONGRI,Industrial Distribution,14.34,CNY,CNY,6164594176.0,12-31,0.12,2522171441.13,288088531.83,3608500890.04,2408382140.66,722522180.95,442459049.88,122854067.60999998,134710000.17,115829760.78,-144631530.28,-309148054.33
600114.SS,NBTM NEW MATERIALS GROUP CO. LT,Auto Parts,19.2,CNY,CNY,11834553344.0,12-31,0.3,5089391369.93,2907593703.69,7546622963.72,2807020978.29,5142986540.92,3910773665.57,588973238.9799999,397004238.67,351919990.1,-86967562.7,-226793703.16
600115.SS,CHINA EASTERN AIRLINES CORP,Airlines,3.74,CNY,CNY,75815780352.0,12-31,0.0,129858000000.0,178454000000.0,276600000000.0,40532000000.0,132120000000.0,126498000000.0,4838000000.0,-4226000000.0,37314000000.0,-33928000000.0,-11176000000.0
600116.SS,CHONGQING THREE GORGES WATER CO,Utilities - Renewable,6.67,CNY,CNY,12792260608.0,12-31,0.2,18122561935.29,8600881920.01,23537179468.07,11163745720.05,11176830262.42,10028936581.42,478427936.95000005,515664261.87,1266552378.98,869050751.85,-1829484682.88
600117.SS,XINING SPECIAL STEEL,Steel,2.06,CNY,CNY,6738095104.0,12-31,0.0,5946946289.18,1049342159.61,13993269342.1,5367324581.78,4939090908.3,5268196032.7,606124975.07,1686148713.44,-360585884.54,1017203045.75,-229344699.45
600118.SS,CHINA SPACESAT CO. LTD.,Aerospace & Defense,26.26,CNY,CNY,31052187648.0,12-31,0.01,6579370456.67,597952145.89,13236759689.68,6340935472.84,5156492934.44,4549375328.85,530630093.5,27913994.95,-316767005.05,-148868226.95,-212415298.79
600119.SS,Y.U.D. YANGTZE RIVER INVESTMENT,Integrated Freight & Logistics,8.04,CNY,CNY,2936770816.0,12-31,0.0,382236869.66,208032078.86,746286467.73,206239526.14,862585845.98,802099243.44,66949773.48,8901767.95,-17321250.33,-35357551.16,-36508985.46
600120.SS,ZHEJIANG ORIENT FINANCIAL HOLDI,Capital Markets,5.94,CNY,CNY,20287356928.0,12-31,0.058,18938227205.86,6733263274.06,39605453036.91,15698758052.88,18372359961.59,15607053857.32,2909864988.91,484977139.26,416006473.91,149435211.36,-1529699400.81
600121.SS,ZHENGZHOU COAL INDUSTRY & ELECT,Thermal Coal,3.78,CNY,CNY,4605589504.0,12-31,0.0,4483794316.92,2842104380.42,13963701953.71,1878560316.92,4204916322.89,3160563758.08,794767754.05,282662788.09,456148742.41,-70576784.68,-369830321.7
600123.SS,SHANXI LANHUA SCI-TECH VENTURE,Thermal Coal,7.22,CNY,CNY,10651521024.0,12-31,0.0,23711206517.96,8112224980.12,30937298162.19,16642667165.52,13283808094.73,7747742706.63,2237937269.9200006,2097609135.27,2672557332.25,-2317922641.66,-381505208.5
600125.SS,CHINA RAILWAY TIELONG CONTAINER,Railroads,5.71,CNY,CNY,7545936384.0,12-31,0.11,7790218028.16,856766323.28,10010076733.21,7032255615.81,14693128158.11,13805992656.04,211421219.2700001,470778938.33,136506809.01,-269037544.81,-164495570.4
600126.SS,HANGZHOU IRON & STEEL CO LTD,Steel,11.26,CNY,CNY,38027157504.0,12-31,0.0,20057986208.18,783387314.3,33016238767.01,19402328846.54,63664403119.23,63515312347.11,772328400.08,-628119636.11,1129659454.33,77705589.36,-2207993607.21
600127.SS,JINJIAN CEREALS INDUSTRY CO LTD,Packaged Foods,6.78,CNY,CNY,4441137664.0,12-31,0.0,1374721868.57,737275663.74,1773004040.09,667431547.3,4627157538.52,4360884250.33,239460086.94,2228770.15,-44275250.95,49789521.05,-14844885.05
600128.SS,SOHO HOLLY CORPORATION,Specialty Retail,10.16,CNY,CNY,2554041088.0,12-31,0.1,2604199814.0,512759805.95,5926389975.45,2111269168.3,6719530584.65,6363148688.93,303236962.17,32635564.71,295049993.76,-82192055.07,169496265.64
600129.SS,CHONGQING TAIJI IND,Drug Manufacturers - Specialty & Generic,20.38,CNY,CNY,11449667584.0,12-31,0.0,8199996468.27,5098188014.81,14057759232.64,3492167957.47,12386016983.42,7515801256.05,4261635387.27,26652727.94,-631462933.69,469323781.13,-810004166.23
600130.SS,NINGBO BIRD CO,Communication Equipment,2.85,CNY,CNY,2137499904.0,12-31,0.0,1013606548.37,3521421.48,1201224543.28,1012814135.13,417468142.74,364229161.13,43047019.92,13953641.46,77338123.42,-5693939.35,-56523617.86
600131.SS,STATE GRID INFORMATION & COMMUN,Utilities - Renewable,18.3,CNY,CNY,22008127488.0,12-31,0.207,6431243315.61,130676934.7,13573847623.95,6331243315.61,7673319456.28,6018589210.22,859541932.7399999,828249698.37,919033903.55,-365957468.75,-293891639.53
