Ticker,Company Name,Industry,Market Price,Market Currency,Report Currency,Market Cap,Financial Year End Date,Past Financial Year Dividends,Latest Invested Capital,Latest Total Debt,Latest Total Asset,Latest Common Equity,Past Annual Sales,Past Annual Cogs,Past Annual Opex,Past Annual Net Income,Past Annual Operating Cash Flow,Past Annual Financing Cash Flow,Past Annual Investing Cash Flow
600968.SS,CNOOC ENERGY TECHNOLOGY & SERVI,Oil & Gas Equipment & Services,4.07,CNY,CNY,41371955200.0,12-31,0.135,29181163342.57,3697880318.49,49502533022.56,27162818706.79,52516934873.7,44838140400.5,2999675089.26,3656051382.59,5554586045.6,-1287330985.68,-5339255962.55
600969.SS,HUNAN CHENDIAN INTL DEV SHS-HOL,Utilities - Diversified,7.34,CNY,CNY,2764280576.0,12-31,0.0,10367126521.3,8029669589.45,14947051685.91,3585033743.66,3920235666.27,3627886109.36,209764198.62,-61701751.86,441886915.04,-396345459.82,-488421442.35
600970.SS,SINOMA INTERNATIONAL ENGINEERIN,Engineering & Construction,9.44,CNY,CNY,24940668928.0,12-31,0.45,25113129988.93,6162815650.35,58745857082.89,21115408949.46,46127315928.42,37074663164.23,4802773216.970001,2983121239.24,2290170169.33,-2167601151.31,-1401184550.14
600971.SS,ANHUI HENGYUAN COAL INDUSTRY&EL,Thermal Coal,7.67,CNY,CNY,9276020736.0,12-31,0.47,13652319318.25,1792537546.6,20534990471.43,12365056490.28,6972485680.53,4335767785.01,1337529859.87,1071963231.91,1376953150.35,-1221376604.38,-1619777481.21
600973.SS,BAOSHENG SCIENCE&TECHNOLOGY INN,Electrical Equipment & Parts,4.42,CNY,CNY,6061455360.0,12-31,0.0,13323974757.78,11935521222.09,20841283738.05,3409599506.7,46360045675.65,44301944900.83,1587076829.94,-299862288.67,-862822367.38,428918046.01,188058107.53
600975.SS,HUNAN NEW WELLFUL CO,Farm Products,6.16,CNY,CNY,7933525504.0,12-31,0.0,5378490341.43,7919107564.17,12357742882.77,3022232154.15,7045046681.6,6522033190.25,105468489.33000004,39320391.64,856518905.6,-1093678426.77,-143312105.63
600976.SS,JIANMIN PHARMACEUTICAL GROUP CO,Drug Manufacturers - Specialty & Generic,44.9,CNY,CNY,7014906880.0,12-31,0.0,2580200650.3,175712389.7,4277629406.13,2435305586.88,3504986068.51,1831991279.22,1471572922.76,362178656.98,234265079.83,-100557028.26,-246903887.37
600977.SS,CHINA FILM CO LTD,Entertainment,10.46,CNY,CNY,19640846336.0,12-31,0.0,11637751021.46,1742740013.78,18855364337.14,11012151021.46,4574654199.65,3661335042.49,642150112.3699999,140456825.84,731591682.38,240068436.47,-425756554.81
600979.SS,SICHUAN GUANGAN AAA PUBLIC CO,Utilities - Regulated Electric,5.81,CNY,CNY,7532083712.0,12-31,0.054,7047385307.41,2944593520.71,10831375831.7,4395059137.2,2827845131.92,2025776418.49,383355466.65999997,226691675.96,681110647.22,-266056634.23,-727254844.72
600980.SS,BGRIMM TECHNOLOGY CO LTD,Other Industrial Metals & Mining,16.41,CNY,CNY,3105822208.0,12-31,0.13,1444966351.83,56959727.78,2613043597.95,1391566351.83,1187974946.94,862368473.86,190089458.39,105817106.34,158463097.91,33499000.35,-306534203.93
600981.SS,JIANGSU HIGH HOPE INTERNATIONAL,Conglomerates,2.62,CNY,CNY,6054557696.0,12-31,0.0,14600584580.74,10335620123.95,23480302897.26,4811984573.79,48004963281.9,46073737012.99,1517316763.3500001,-87454942.49,859948854.3,-1996120228.91,359590306.92
600982.SS,NINGBO ENERGY GROUP CO LTD,Utilities - Regulated Electric,4.59,CNY,CNY,5163428864.0,12-31,0.0,10179043836.51,7662196296.24,15210334726.62,4339986756.92,4242119719.88,3660437341.64,368913440.14,284964386.84,568870579.34,816518133.31,-1241577698.27
600983.SS,WHIRLPOOL CHINA CO LTD,"Furnishings, Fixtures & Appliances",9.2,CNY,CNY,7051238400.0,12-31,0.078,2530606493.53,15356191.25,5247443326.19,2530606493.53,4003582172.74,3352288695.46,548068713.86,81132737.82,60959034.89,-551274239.49,-353331644.5
600984.SS,SHAANXI CONSTRUCTION MACHINERY ,Rental & Leasing Services,3.43,CNY,CNY,4311647232.0,12-31,0.0,9861958506.74,8338075031.64,16979742427.5,4277224046.69,2726566244.5,2794370594.0,473400413.16999996,-988440198.32,402153707.28,484028896.53,-594354500.42
600985.SS,HUAIBEI MINING HOLDINGS CO LTD,Specialty Chemicals,12.28,CNY,CNY,33450229760.0,12-31,0.75,46201652123.95,7115556190.04,87744917337.46,42388718698.68,65874987763.13,53711878253.12,5915570864.5,4855430589.18,9062752479.38,-3445521944.94,-6616367306.25
600986.SS,ZHEWEN INTERACTIVE GROUP CO LTD,Advertising Agencies,7.52,CNY,CNY,11185021952.0,12-31,0.05,6487183857.55,1424126571.18,8302691088.24,5098285843.64,7702769265.48,7037780231.86,479104226.46000004,157769450.29,-22313454.56,130500194.94,-451330362.31
600987.SS,ZHEJIANG HANGMIN CO,Textile Manufacturing,7.17,CNY,CNY,7554025472.0,12-31,0.3,6393156195.29,49145442.8,10302717725.68,6371135448.14,11467934201.4,9891038423.24,548958986.6100001,719710013.4,1275810831.91,-986637132.89,-501994143.47
600988.SS,CHIFENG JILONG GOLD MINING CO L,Gold,28.17,CNY,CNY,59249397760.0,12-31,0.16,9624513186.7,2285762102.07,20328568613.12,7916811035.17,9025821822.22,5068770478.41,1026642117.0499997,1764339650.99,3268480659.7,-1097464248.48,-958411154.21
600989.SS,NINGXIA BAOFENG ENERGY GROUP CO,Chemicals,16.0,CNY,CNY,117333762048.0,12-31,0.41,65278868258.81,31053309847.26,89566217563.17,43006220908.2,32982889902.49,22050165282.59,2362478242.62,6337676311.63,8897635369.03,4245891694.91,-11529080272.76
600990.SS,SUN-CREATE ELECTRONICS CO LTD,Communication Equipment,19.15,CNY,CNY,5233503232.0,12-31,0.0,3904311906.19,1861453053.5,,2162164619.45,1926601476.83,1572319548.41,380158005.61,-553229957.08,108234967.17,-151594937.51,-57615113.33
600992.SS,GUIZHOU WIRE ROPE CO,Steel,13.57,CNY,CNY,3325871104.0,12-31,0.0,2235681772.06,840465914.04,3293646769.27,1454403455.96,2145233177.55,1977968167.71,184783820.17000002,-32657663.27,-127258872.32,93037135.68,-190333640.72
600993.SS,MAYINGLONG PHARMACEUTICAL GP CO,Drug Manufacturers - Specialty & Generic,26.33,CNY,CNY,11504366592.0,12-31,0.0,4097761926.61,234216685.62,5181936729.77,4065961926.61,3728023668.64,1992486629.73,1116528588.21,528093859.48,497608730.77,-275325950.59,-263648722.0
600995.SS,CHINA SOUTHERN POWER GRID ENERG,Utilities - Regulated Electric,9.58,CNY,CNY,30873370624.0,12-31,0.0,41148826283.11,21234427333.39,50466641140.52,21344550188.97,6173879376.06,3262586320.02,634440515.6599998,1126480313.51,3855166416.5,4103145074.3,-7758210284.86
600996.SS,GUIZHOU BROADCASTING AND TV INF,Broadcasting,8.66,CNY,CNY,10847169536.0,12-31,0.0,9684049219.88,6983709021.43,17312688084.7,3972572669.83,1852423510.35,2049261884.42,314106873.68,-1384860290.99,686603029.16,910804015.47,-1379996243.9
600997.SS,KAILUAN ENERGY CHEMICAL CO. LTD,Coking Coal,6.47,CNY,CNY,10352452608.0,12-31,0.26,17972250866.9,5270168375.29,27059703279.32,14297659385.34,21174848143.02,18537918740.66,1835916683.5900002,815729915.78,1168638131.27,-1040447893.57,-697381703.63
600998.SS,JOINTOWN PHARMACEUTICAL GROUP C,Medical Distribution,4.9,CNY,CNY,24708102144.0,12-31,0.194,36441084799.63,14748509755.95,92789102474.22,23983172247.3,150139846735.79,138028963127.58,7573749111.7699995,2174042838.43,4747695757.88,-2236976224.75,-1361130236.89
600999.SS,CHINA MERCHANTS SECURITIES CO L,Capital Markets,16.97,CNY,CNY,139523260416.0,12-31,0.478,325814096880.93,196542039536.54,721160331448.06,130178629442.55,19402858395.58,,,10385872410.71,54726248578.68,-10358181100.65,-14260651440.33
601000.SS,TANGSHAN PORT GROUP CO LTD,Marine Shipping,4.27,CNY,CNY,25303719936.0,12-31,0.2,20767717454.79,409599.66,24782801666.26,20767717454.79,5724340443.31,3053927211.32,702195057.7999997,1978784647.04,2343447874.59,-1230491820.8,-3678720103.92
601001.SS,JINNENG HOLDING SHANXI COAL IND,Thermal Coal,11.5,CNY,CNY,19515383808.0,12-31,0.79,21136610964.46,4714174719.63,37674524722.73,16896831797.79,15341619531.62,7663520058.24,2341292645.05,3300812740.8,6168757447.19,-8981386913.33,-790573816.89
601002.SS,GEM-YEAR INDUSTRIAL CO LTD,Tools & Accessories,4.55,CNY,CNY,4342706688.0,12-31,0.1,4175085453.46,,5181470875.5,4175085453.46,2369711200.15,1887245307.77,266915480.47,130141270.36,626102513.9,-266172996.93,6882501.26
601003.SS,LIUZHOU IRON & STEEL CO. LTD.,Steel,2.87,CNY,CNY,7355206656.0,12-31,0.0,33004829296.88,31136841077.67,68575026278.63,8811206248.05,79664570904.61,78027363149.88,2183401111.19,-1012113691.66,252128076.9,-355458744.08,-1821337685.88
601005.SS,CHONGQING IRON & STEEL CO,Steel,1.28,CNY,CNY,11049280512.0,12-31,0.0,19178079714.32,6855081545.31,35479243942.55,16606635984.35,27244169261.07,28599481666.56,534730029.3299999,-3195561486.3,1309863359.77,459915567.6,-789202329.57
601006.SS,DAQIN RAILWAY CO LTD,Railroads,6.77,CNY,CNY,136396546048.0,12-31,0.511,174195253227.0,37825024904.0,207673222249.0,137762871163.0,81020392024.0,64278748261.0,1276656085.0,11930006082.0,17245661426.0,-9180021845.0,-3353535087.0
601007.SS,JINLING HOTEL CORPORATION LTD.,Lodging,7.26,CNY,CNY,2997726720.0,12-31,0.0,1723548586.14,248308568.42,3319124099.9,1570803253.53,1870275580.61,1410960137.93,319957553.31,33258908.33,122813733.34,-238990204.59,147377789.99
601008.SS,JIANGSU LIANYUNGANG PORT CO. LT,Marine Shipping,6.33,CNY,CNY,7853251072.0,12-31,0.06,7106103671.52,3411441197.82,13432928747.49,4089173313.73,2631876502.46,1991139782.2,222444626.75,190634900.38,1530171089.3,-185203200.56,-298677426.73
601009.SS,BANK OF NANJING CO. LTD.,Banks - Regional,10.36,CNY,CNY,115734667264.0,12-31,0.883,684118916000.0,506557111000.0,2591399702000.0,178679645000.0,49366468000.0,,,20176728000.0,-65795334000.0,178564447000.0,-87976524000.0
601010.SS,WENFENG GREAT WORLD CHAIN DEVEL,Department Stores,3.23,CNY,CNY,6358319616.0,12-31,0.087,4447756527.59,160913830.18,6533003098.15,4447756527.59,2165656276.26,1169011577.91,757737742.33,170576239.29,683466221.44,-379275643.03,119086126.7
601011.SS,BAOTAILONG NEW MATERIALS CO LTD,Coking Coal,2.54,CNY,CNY,4865776640.0,12-31,0.0,7438397275.06,1887374598.2,12402994140.45,6190988771.5,3726599653.04,3430942920.89,285692062.71999997,-1535836584.9,807740464.98,158193757.15,-968133834.69
601012.SS,LONGI GREEN ENERGY TECHNOLOGY C,Semiconductor Equipment & Materials,14.91,CNY,CNY,112988725248.0,12-31,0.17,82570672980.95,19036484098.55,163969201409.91,70492311268.6,129497674192.2,105852249768.92,9672428258.109999,10751425556.38,8117363683.48,314731203.88,-5636345549.13
601015.SS,SHAANXI HEIMAO COKING CO LTD,Chemicals,2.93,CNY,CNY,5984524800.0,12-31,0.0,10550863609.71,5462427584.19,20863555247.51,6393264859.71,14580381897.56,14930808687.45,384754887.0500001,-1158329860.48,-117151513.24,534306308.56,-513238293.41
601016.SS,CECEP WIND-POWER CORPORATION,Utilities - Renewable,2.83,CNY,CNY,18448713728.0,12-31,0.0,38331758607.41,23261407729.41,44065669065.06,17543141297.01,5026977588.1,2544518574.79,112889141.71000004,1330054444.79,3353999828.09,395266638.84,-3585295535.91
601018.SS,NINGBO ZHOUSHAN PORT CO LTD,Marine Shipping,3.62,CNY,CNY,70812983296.0,12-31,0.108,86410502000.0,9081091000.0,112898984000.0,78293441000.0,28702311000.0,20285219000.0,3203420000.0,4897513000.0,6762913000.0,-6003744000.0,-5629395000.0
601019.SS,SHANDONG PUBLISHING AND MEDIA C,Publishing,9.23,CNY,CNY,20016637952.0,12-31,0.31,14949485189.7,146825513.42,21840963624.15,14932523259.55,11719216833.38,7359210371.74,2879861855.6500006,1270019388.82,862331166.32,-1243086138.71,-436794023.67
601020.SS,TIBET HUAYU MINING CO LTD,Other Industrial Metals & Mining,18.98,CNY,CNY,15562935296.0,12-31,0.029,3350037904.94,695556554.37,5419570844.5,2896406878.33,871075258.86,505533734.48,247860150.72,73887212.18,246505299.14,-56389000.11,-189977838.72
601021.SS,SPRING AIRLINES CO LTD,Airlines,53.23,CNY,CNY,53186777088.0,12-31,0.7,30634725456.0,22202944884.0,44237902712.0,15749909879.0,17937857423.0,15518700426.0,-498378810.0,2257429466.0,6694171165.0,-2711500461.0,-2748206489.0
601022.SS,NINGBO OCEAN SHIPPING CO LTD,Marine Shipping,7.85,CNY,CNY,10311995392.0,12-31,0.127,6252402748.26,476873634.45,8208816966.01,5787218367.7,5271538477.37,4452718401.57,133121494.2299999,553739227.61,1086574568.85,-372362944.46,-884948332.12
601028.SS,SHANDONG YULONG GOLD CO LTD,Steel,12.83,CNY,CNY,10046223360.0,12-31,0.05,4878742382.76,1677260652.0,9925900186.8,3249481389.16,2424027193.73,1434870128.0,193636745.81000006,445454610.83,337635628.62,866587980.02,-582796831.02
601033.SS,GRANDTOP YONGXING GROUP CO LTD,Waste Management,15.6,CNY,CNY,14040000512.0,12-31,0.6,19314231599.19,9594354730.91,24226716821.26,10487539548.78,3764540405.37,2188364379.09,433287247.5999999,820574445.66,1907681118.31,-271715792.89,-1171335560.64
601038.SS,FIRST TRACTOR COMPANY LIMITED,Farm & Heavy Construction Machinery,13.24,CNY,CNY,11852911616.0,12-31,0.0,9063542302.64,2394033787.43,13817261971.79,6691690666.55,11528160755.86,9696630033.53,1039244708.05,997022699.99,1056261600.78,-346343393.83,-2009731546.47
601058.SS,SAILUN GROUP CO LTD,Auto Parts,12.34,CNY,CNY,40575156224.0,12-31,0.32,22738028197.23,8967779987.91,33725713539.78,14853212026.71,25978259490.19,18798945820.25,3039058269.97,3091415514.32,5313396049.12,-1553414556.06,-2031514184.82
601059.SS,CINDA SECURITIES CO LTD,Capital Markets,15.27,CNY,CNY,49587339264.0,12-31,0.064,61274875009.45,37808502770.3,106902404377.54,23808811758.3,3273829926.22,,,1364888583.05,10285064057.63,10412336118.46,-13533256599.66
601061.SS,CITIC METAL CO LTD,Other Industrial Metals & Mining,7.75,CNY,CNY,38317551616.0,12-31,0.168,34814324487.8,14504857296.35,48089498597.48,21954236515.33,130189891556.88,128479585735.8,466651932.49,2238248233.82,866286384.08,-1766418411.94,1172107962.84
601065.SS,JIANGXI SALT INDUSTRY GROUP CO ,Packaged Foods,8.52,CNY,CNY,5476451840.0,12-31,0.35,4356957193.99,278867927.48,5736005400.07,4116762697.07,2887555472.75,1812425735.97,467548587.4599999,495046428.18,1049805097.05,941758555.46,-602324844.77
601066.SS,CHINA SECURITIES CO.  LTD.,Capital Markets,23.6,CNY,CNY,153427623936.0,12-31,0.255,274530812981.78,169304680509.57,566418217793.53,106468734430.25,21120268168.31,,,7223221368.58,29500380887.13,22625007573.27,-13321720862.97
601068.SS,CHINA ALUMINUM INTL ENG CORP LT,Engineering & Construction,4.7,CNY,CNY,12840540160.0,12-31,0.0,19715428000.0,13167067000.0,41156527000.0,6582409000.0,23935235000.0,20902617000.0,2345558000.0,221177000.0,-2694318000.0,1835925000.0,662389000.0
601069.SS,WESTERN REGION GOLD CO LTD,Gold,19.17,CNY,CNY,19019591680.0,12-31,0.05,5826001944.84,1359808770.39,7626264860.1,4636764819.02,7000928562.93,6201097703.95,339138817.56,289552357.18,363886050.85,300087374.19,-207654974.91
601077.SS,CHONGQING RURAL COMMERCIAL BANK,Banks - Regional,6.65,CNY,CNY,72251588608.0,12-31,0.305,304618436000.0,172630904000.0,1515381799000.0,132133713000.0,27682787000.0,,,11512747000.0,4597485000.0,45251290000.0,-53098127000.0
601083.SS,SHANGHAI JINJIANG SHIPPING (GP),Marine Shipping,10.57,CNY,CNY,13988020224.0,12-31,0.398,8618057289.99,747883843.06,10357012023.81,8618057289.99,5969770370.47,4341540457.0,348930785.86000013,1020639699.5,1902299779.91,-1164397400.62,-655295148.41
601086.SS,GANSU GUOFANG INDUSTRY AND TRAD,Department Stores,11.39,CNY,CNY,8425274880.0,12-31,0.08,1580894261.56,258629970.55,2779838073.78,1580894261.56,757114205.94,411546999.52,258979573.73000002,58008333.71,254816734.62,-185910602.09,-26020459.06
601088.SS,CHINA SHENHUA ENERGY COMPANY LT,Thermal Coal,38.6,CNY,CNY,736028655616.0,12-31,2.26,456835000000.0,43368000000.0,658068000000.0,426866000000.0,338375000000.0,223192000000.0,31009000000.0,58671000000.0,93348000000.0,-51173000000.0,-85359000000.0
601089.SS,BEIJING FOYOU PHARMA CO LTD,Drug Manufacturers - Specialty & Generic,15.54,CNY,CNY,7487995392.0,12-31,0.5,3584589571.44,75161397.54,4816632385.06,3544556038.1,3445642486.39,1133990086.45,1804148510.91,488674918.14,690751594.92,-466901755.03,-2014590400.32
601096.SS,HSINO TOWER GROUP CO LTD,Electrical Equipment & Parts,4.14,CNY,CNY,11075162112.0,12-31,0.028,4805181384.62,458879716.05,9308045350.33,4395318787.28,10138727724.3,9236931527.51,568973556.1299999,230123355.56,903288535.66,-474427038.16,-450819656.87
601098.SS,CHINA SOUTH PUBLISHING & MEDIA ,Publishing,14.38,CNY,CNY,26061449216.0,12-31,0.65,15415673065.46,116338808.07,25368608776.22,15415673065.46,13613031787.85,7983332913.63,3890640123.13,1854696371.35,1930032833.26,-1556995043.86,439507518.48
601099.SS,THE PACIFIC SECURITIES CO. LTD.,Capital Markets,3.61,CNY,CNY,24606914560.0,12-31,0.0,9781115245.04,348769579.73,15923624424.87,9478176445.04,1373273511.14,,,250546445.42,424432244.05,-101083187.08,43384564.58
601100.SS,JIANGSU HENGLI HYDRAULIC CO LTD,Specialty Industrial Machinery,74.35,CNY,CNY,99689963520.0,12-31,0.7,14592036532.87,205262231.23,17895562755.83,14391421675.31,8984640412.62,5219982386.77,1253143958.4499998,2498729073.59,2677147056.36,-880152497.83,-3051282038.92
601101.SS,BEIJING HAOHUA ENERGY RESOURCE ,Thermal Coal,6.96,CNY,CNY,10022400000.0,12-31,0.35,17334573517.73,8891699222.82,29917331224.99,11163507875.29,8437025400.96,3994812479.01,1590416162.3399997,1039973821.44,3655131227.21,-1568183420.36,-2271742497.93
601106.SS,CHINA FIRST HEAVY INDUSTRIES,Specialty Industrial Machinery,2.61,CNY,CNY,17898805248.0,12-31,0.0,24102460359.17,19587864648.56,39994692084.59,9008667546.89,17167484291.53,16083339329.82,1316730447.13,-2707529747.95,143390015.81,1324778532.45,-901123127.31
601107.SS,SICHUAN EXPRESSWAY CO,Infrastructure Operations,5.71,CNY,CNY,15973610496.0,12-31,0.29,54808401375.62,38374494839.23,61070435445.0,18404171806.44,10362174673.9,7061012259.27,657381597.0999999,1458921310.98,3696066368.17,464231331.64,-3195633631.19
601108.SS,CAITONG SECURITIES CO. LTD,Asset Management,7.5,CNY,CNY,34828201984.0,12-31,0.15,79298045780.09,45248571777.89,133754470545.32,34604875003.42,5969311341.9,,,2252014571.3,-7460263171.95,5321584974.02,-141126218.42
601111.SS,AIR CHINA LTD,Airlines,7.27,CNY,CNY,113475248128.0,12-31,0.0,148871512000.0,233564573000.0,345769412000.0,45147411000.0,166698880000.0,158188932000.0,8933475000.0,-237305000.0,34545707000.0,-10557878000.0,-17862552000.0
601113.SS,YIWU HUADING NYLON CO LTD,Textile Manufacturing,3.95,CNY,CNY,4372412928.0,12-31,0.0,3913916527.41,523519252.41,5915207936.16,3785428093.25,7520960448.68,6277273261.83,798515958.8999999,488709811.74,837823152.35,-531237447.28,-1071671894.72
601116.SS,SANJIANG SHOPPING CLUB CO LTD,Grocery Stores,10.95,CNY,CNY,6409549824.0,12-31,0.2,3177156753.15,309992394.99,5034981448.44,3177156753.15,3896288971.56,2841370103.07,930634425.07,137699345.56,362128089.08,-229039980.39,-207858265.8
601117.SS,CHINA NATIONAL CHEMICAL ENGINEE,Engineering & Construction,7.53,CNY,CNY,45998735360.0,12-31,0.178,66508922871.08,12204194093.3,219115319747.0,57495312836.17,179195822099.3,161678633566.54,9977011767.429998,5426141014.95,9134015889.74,1305165097.56,-3364926990.3
601118.SS,CHINA HAINAN RUBBER IND GP CO L,Specialty Chemicals,4.58,CNY,CNY,19599788032.0,12-31,0.021,21871875566.24,16556361885.06,33950326709.76,9825175378.75,37687250562.1,36887078835.89,1240606865.85,297124723.08,1231292378.51,-1164606560.74,-2319587148.49
601121.SS,XINJIANG BAODI MINING CO LTD,Other Industrial Metals & Mining,5.86,CNY,CNY,4703974400.0,12-31,0.088,3458522923.49,664229011.24,6531272777.84,3046008479.5,1195955614.09,670411487.5,212751610.13,138298851.67,444035098.36,63185504.65,-516554961.38
601126.SS,BEIJING SIFANG AUTOMATION CO LT,Electrical Equipment & Parts,16.63,CNY,CNY,13902113792.0,12-31,0.72,4575255106.85,3688247.79,11045737341.05,4575255106.85,6950934596.87,4703368425.19,1428107112.56,715587644.14,1254177184.94,-496047450.0,-392798011.56
601127.SS,SERES GROUP CO LTD,Auto Manufacturers,128.81,CNY,CNY,211060342784.0,12-31,1.301,12951245429.4,3664065895.26,94363958922.89,12264245429.4,145175822053.79,107209697670.22,31137048078.79,5945945362.82,22515265144.17,-4166685115.44,-16509335238.09
601128.SS,JIANGSU CHANGSHU RURAL COMML BA,Banks - Regional,7.17,CNY,CNY,21798879232.0,12-31,0.0,46812118000.0,18495081000.0,366581851000.0,28647828000.0,10802504000.0,,,3813258000.0,18158774000.0,-5555080000.0,-7928666000.0
601133.SS,BOTH ENGINEERING TECHNOLOGY CO ,Semiconductor Equipment & Materials,10.85,CNY,CNY,5720923136.0,12-31,0.0,2879737936.82,6415018.83,5659873743.21,2879737936.82,5244345617.93,4719984808.26,197370002.21000004,212259296.51,215318494.08,-102971625.08,-50483333.81
601136.SS,CAPITAL SECURITIES CORPORATION ,Capital Markets,19.79,CNY,CNY,54119915520.0,12-31,0.15,27215879453.87,14367411194.06,46855780596.16,13229202180.51,2414664955.3,,,984887290.52,413729424.16,791517922.01,796207800.25
601137.SS,NINGBO BOWAY ALLOY MATERIAL CO ,Copper,17.12,CNY,CNY,13885450240.0,12-31,0.0,12534737731.21,5057466691.42,17295399736.92,8419547276.12,18655017764.74,15303066486.28,1204643160.66,1353544238.32,1262062606.3,-570203714.02,-1661019020.98
601138.SS,FOXCONN INDUSTRIAL INTERNET CO ,Communication Equipment,18.22,CNY,CNY,361829171200.0,12-31,0.0,188375295000.0,49866867000.0,287705301000.0,140187453000.0,476340107000.0,437964301000.0,15192385000.0,21040193000.0,43083729000.0,-24733500000.0,-4563559000.0
601139.SS,SHENZHEN GAS CORP LTD,Utilities - Regulated Gas,6.4,CNY,CNY,18439936000.0,12-31,0.0,22136830502.99,7894659838.53,44269903538.09,14547375677.85,30928624915.43,26135510797.19,2699812060.5499997,1439936875.08,2542673035.51,4028380356.75,-4056558099.9
601155.SS,SEAZEN HOLDINGS CO LTD,Real Estate - Development,13.91,CNY,CNY,31601432576.0,12-31,0.0,102894371773.0,55328929986.0,307192787849.0,60868607909.0,88998583082.0,71373449015.0,9032452711.0,752392833.0,1512361320.0,-9088320432.0,1350281190.0
601156.SS,EASTERN AIR LOGISTICS CO LTD,Integrated Freight & Logistics,12.47,CNY,CNY,19796873216.0,12-31,0.677,17510787770.3,4045725080.59,26271181851.05,17510787770.3,24055743846.78,19381509044.72,504041813.9500003,2687542850.09,3713661652.14,-3424577540.03,-2680628413.1
601158.SS,CHONGQING WATER GROUP CO LTD,Utilities - Regulated Water,4.77,CNY,CNY,22991781888.0,12-31,0.131,24959501982.51,10393649519.6,33863149748.54,17108552100.99,6999348130.78,5043144536.21,1007115128.66,785080943.69,2331967426.86,-897977827.31,-2675328943.22
601162.SS,TIANFENG SECURITIES CO LTD,Capital Markets,3.98,CNY,CNY,34749022208.0,12-31,0.0,76141575683.43,52989835858.41,99548020111.63,23641580789.52,3400983366.59,,,307183810.96,9053096646.85,-838350945.16,-897849764.88
601163.SS,TRIANGLE TYRE CO LTD,Auto Parts,14.09,CNY,CNY,11272000512.0,12-31,0.67,13959209244.62,1298795594.44,18758172844.14,12871366970.56,10421725080.76,8180206534.18,858156326.27,1396308177.3,1798457144.18,-423916271.14,-1984716262.72
601166.SS,INDUSTRIAL BANK CO LTD,Banks - Regional,21.02,CNY,CNY,438342680576.0,12-31,1.06,2415915000000.0,1599153000000.0,10507898000000.0,826066000000.0,211966000000.0,,,77205000000.0,-237258000000.0,194894000000.0,23438000000.0
601168.SS,WESTERN MINING CO. LTD.,Other Industrial Metals & Mining,15.44,CNY,CNY,36793520128.0,12-31,1.0,36014453591.0,21620852412.0,54939668740.0,17089849771.0,50025596656.0,40068214562.0,2544082406.0,2931546224.0,8246465412.0,-5899258683.0,-3679504269.0
601169.SS,BANK OF BEIJING CO. LTD.,Banks - Regional,6.17,CNY,CNY,131088433152.0,12-31,0.32,984642000000.0,650716000000.0,4221542000000.0,339230000000.0,69649000000.0,,,25831000000.0,129547000000.0,66358000000.0,-115870000000.0
601177.SS,HANGZHOU ADVANCE GEARBOX GROUP ,Specialty Industrial Machinery,19.06,CNY,CNY,7776003584.0,12-31,0.06,3438836463.18,1082639036.17,4972473161.75,2657590832.4,2300848636.37,1882090167.5,310223090.05,240817913.87,80969058.64,-48691265.59,45295514.31
601179.SS,CHINA XD ELECTRIC CO LTD,Electrical Equipment & Parts,6.2,CNY,CNY,31831730176.0,12-31,0.083,23219425027.89,1229588667.99,46132601108.92,22024621140.11,22280533573.77,17574054430.03,3025756276.3399997,1054152468.03,3498797262.82,-1756468027.8,-719869302.18
601186.SS,CHINA RAILWAY CONSTRUCTION CORP,Engineering & Construction,8.06,CNY,CNY,102888325120.0,12-31,0.0,746176876000.0,498629934000.0,1862842522000.0,328251080000.0,1067171337000.0,957601788000.0,57766252000.0,22215074000.0,-31423832000.0,94758261000.0,-48039536000.0
601187.SS,XIAMEN BANK CO LTD,Banks - Regional,5.96,CNY,CNY,15755617280.0,12-31,0.0,133429881906.82,103556225818.78,390663859002.12,29873656088.04,5574288219.58,,,2663871493.7,-4372544499.17,9729143308.7,-9806777938.42
601188.SS,HEILONGJIANG TRANSPORTATION DEV,Infrastructure Operations,3.85,CNY,CNY,5066137600.0,12-31,0.071,4591398945.15,15345991.71,5575338496.71,4591398945.15,847373793.99,620260431.31,116797646.29,152397721.49,763741565.57,-163803161.44,8721030.47
601198.SS,DONGXING SECURITIES CO LTD,Capital Markets,10.45,CNY,CNY,33779101696.0,12-31,0.144,57089380158.83,28999328117.41,105228501471.12,28351518729.8,9353497497.9,,,1544324857.74,-10156392607.68,254199850.15,15956243194.84
601199.SS,JIANGSU JIANGNAN WATER CO LTD,Utilities - Regulated Water,5.19,CNY,CNY,4891076608.0,12-31,0.124,4364390435.67,645421911.1,6096314156.46,3726688629.84,1364014058.89,812652298.04,214133945.68,323386867.87,480506330.33,-61565692.78,-434026488.29
601200.SS,SHANGHAI ENVIROMENT GROUP CO,Waste Management,7.78,CNY,CNY,10473669632.0,12-31,0.1,19448349180.99,9900210218.18,29982300312.93,11197939351.36,6260721625.51,4633806312.99,493526508.98,575397953.34,1530130798.96,-866140699.76,-669287939.99
601208.SS,SICHUAN EM TECH CO LTD,Chemicals,8.95,CNY,CNY,8026225664.0,12-31,0.15,7511241342.6,3183723653.55,9926704438.57,4569530211.1,3737461049.75,3027071737.25,331990498.09,328776742.9,181177735.84,-172869547.63,-380353333.69
